AP,Score
WAP217,0.0
WAP218,0.0
WAP219,0.0
WAP220,0.0
WAP221,0.0
WAP222,0.005301805547359711
WAP223,0.0048683476581644555
WAP224,0.0
WAP225,0.0
WAP226,0.0
WAP227,0.0
WAP228,0.0
WAP229,0.0
WAP230,0.0
WAP231,0.0
WAP232,0.0
WAP233,0.0
WAP234,0.0
WAP235,0.0
WAP236,0.0
WAP237,0.0
WAP238,0.0
WAP239,0.0
WAP240,0.0
WAP241,0.0
WAP242,0.0
WAP243,0.0
WAP244,0.0
WAP245,0.0
WAP246,0.0
WAP247,0.0
WAP248,0.007807748300846979
WAP249,0.0
WAP250,0.0
WAP251,0.0
WAP252,0.0
WAP253,0.0
WAP254,0.0
WAP255,0.0035375710059724133
WAP256,0.0034541977411428866
WAP257,0.004404712929407111
WAP258,0.011705153741596527
WAP259,0.012347370725167197
WAP260,0.013014221950830508
WAP261,0.014524826763559793
WAP262,0.012910271545109974
WAP263,0.01012280655896806
WAP264,0.0
WAP265,0.0
WAP266,0.0
WAP267,0.0
WAP268,0.00017402065894935037
WAP269,0.0
WAP270,0.0
WAP271,0.0
WAP272,0.0
WAP273,0.0
WAP274,0.014929551616305015
WAP275,0.0
WAP276,0.0
WAP277,0.0
WAP278,0.013405207664260376
WAP279,0.0
WAP280,0.0
WAP281,0.0
WAP282,0.012485030127438033
WAP283,0.0
WAP284,0.015217883919788558
WAP285,0.0
WAP286,0.00052459992886402
WAP287,0.0
WAP288,0.011750747926075611
WAP289,4.674971052245044e-06
WAP290,0.0
WAP291,0.0
WAP292,0.0
WAP293,0.0
WAP294,1.0255252240834886e-05
WAP295,0.011876828655793962
WAP296,0.0
WAP297,0.0
WAP298,0.0
WAP299,0.0
WAP300,0.0
WAP301,0.0
WAP302,0.0
WAP303,0.0
WAP304,0.0
WAP305,0.0
WAP306,0.0
WAP307,0.0
WAP308,1.4934457058747359e-05
WAP309,0.0
WAP310,0.0043202414243391435
WAP311,0.003046086488317633
WAP312,0.0042402156153549106
WAP313,0.01159671507424576
WAP314,0.012420996234154527
WAP315,0.012639911843943034
WAP316,0.01407854064629015
WAP317,0.012488513690481706
WAP318,0.009867684800013635
WAP319,0.0
WAP320,0.0
WAP321,0.0
WAP322,1.3686208342562767e-06
WAP323,0.00035836180360213207
WAP324,0.0
WAP325,0.0
WAP326,0.0
WAP327,0.0
WAP328,0.0
WAP329,0.01462194440560988
WAP330,0.0
WAP331,0.0
WAP332,0.0
WAP333,0.0
WAP334,0.013112142032125327
WAP335,0.0
WAP336,0.0
WAP337,0.0
WAP338,0.012691132841864485
WAP339,0.0
WAP340,0.014472416063242682
WAP341,0.0
WAP342,0.00041161498767927477
WAP343,9.064139776878618e-07
WAP344,0.011426227401946022
WAP345,1.0587401661740872e-05
WAP346,0.0
WAP347,0.0
WAP348,0.0
WAP349,0.0
WAP350,7.15478267644135e-06
WAP351,0.011596483353022404
WAP352,0.0
WAP353,0.0
WAP354,0.0
WAP355,0.0
WAP356,0.0
WAP357,0.0
WAP358,0.0
WAP359,0.0
WAP360,0.0
WAP361,0.0
WAP362,4.3721118833382896e-05
WAP363,0.0
WAP364,2.1148756228564004e-05
WAP365,0.0
WAP366,0.0037946590161465643
WAP367,0.0032487784220134844
WAP368,0.004418533525092025
WAP369,0.011479328896857958
WAP370,0.011148475567288428
WAP371,0.012622376003159654
WAP372,0.013684849075893693
WAP373,2.3673195090026763e-06
WAP374,0.011655261975177278
WAP375,0.010013992888226828
WAP376,0.0
WAP377,0.0
WAP378,0.0
WAP379,0.0
WAP380,0.0002042171148403384
WAP381,0.0
WAP382,0.0
WAP383,0.0
WAP384,0.0
WAP385,0.0
WAP386,0.013680734240229041
WAP387,0.0
WAP388,0.0
WAP389,0.0
WAP390,0.01195320838068104
WAP391,0.0
WAP392,0.0
WAP393,0.0
WAP394,0.012073301707598034
WAP395,0.0
WAP396,0.013805042304013014
WAP397,0.0
WAP398,0.0003350918880448469
WAP399,0.0
WAP400,0.010877834749778412
WAP401,4.508159260637167e-06
WAP402,0.0
WAP403,0.0
WAP404,1.4021758306961091e-05
WAP405,0.011431798827478417
WAP406,0.0
WAP407,2.9597191108175066e-07
WAP408,0.0
WAP409,0.0
WAP410,0.0
WAP411,0.0
WAP412,0.0
WAP413,5.1591137288450784e-05
WAP414,0.0
WAP415,1.854695589284521e-05
WAP416,0.0
WAP417,0.0
WAP418,8.824985072269252e-05
WAP419,0.0
WAP420,0.0
WAP421,0.0
WAP422,0.0
WAP423,0.0
WAP424,0.0
WAP425,0.0
WAP426,0.0
WAP427,0.0
WAP428,0.0
WAP429,0.0
WAP430,0.0
WAP431,0.0
WAP432,0.00012266529861099915
WAP433,0.0
WAP434,0.0
WAP435,0.0
WAP436,0.0
WAP437,0.0
WAP438,0.0
WAP439,0.00012709570471174244
WAP440,0.0
WAP441,0.0
WAP442,0.0
WAP443,0.0
WAP444,0.0
WAP445,0.0
WAP446,1.0735416103509958e-05
WAP447,0.0
WAP448,0.0
WAP449,2.1296257918225342e-05
WAP450,0.0
WAP451,0.0
WAP452,0.0
WAP453,0.0
WAP454,2.367319509002676e-06
WAP455,0.0
WAP456,0.0
WAP457,0.0
WAP458,0.0
WAP459,0.0
WAP460,0.0
WAP461,0.0
WAP462,0.0
WAP463,0.0
WAP464,0.0
WAP465,0.0
WAP466,0.0
WAP467,0.0
WAP468,1.1451620413895552e-05
WAP469,0.0
WAP470,2.2382875775557404e-06
WAP471,0.0
WAP472,0.0
WAP473,0.0
WAP474,0.0
WAP475,0.0
WAP476,0.0
WAP477,0.0
WAP478,0.004008329371276432
WAP479,0.0
WAP480,0.0
WAP481,0.0
WAP482,0.0
WAP483,0.0
WAP484,0.0
WAP485,0.0
WAP486,0.0
WAP487,0.0
WAP488,0.0
WAP489,5.4238277017141246e-05
WAP490,2.800613200017762e-05
WAP491,0.0
WAP492,0.0
WAP493,0.0
WAP494,0.0
WAP495,0.0
WAP496,0.0
WAP497,0.0
WAP498,0.0
WAP499,0.0
WAP500,0.0
WAP501,0.0
WAP502,0.0
WAP503,0.003235069898271899
WAP504,0.0
WAP505,0.0
WAP506,0.0
WAP507,0.0
WAP508,0.0
WAP509,0.0
WAP510,0.0
WAP511,0.0
WAP512,0.0
WAP513,0.0
WAP514,0.0
WAP515,0.0
WAP516,0.0
WAP517,0.0
WAP518,0.0
WAP519,0.0
WAP520,0.0
